athlete_number,athlete_relative_age,athlete_gender_marker,athlete_sport,club_division,active_minutes,contributing_seconds,total_distance_m,total_high_intensity_distance_m,total_sprint_distance_m,high_intensity_events,sprint_events,avg_speed_kph,max_speed_kph,acceleration_events,deceleration_events,max_acceleration,max_deceleration,metres_per_minute,percentage_max_speed_kph,session_load
1541,21,Male,association_football,DI,89,5340,5868.58,54.41,0.0,8,0,3.72,19.28,43,50,4.87,6.27,65.94,19.32,593.62
1541,21,Male,association_football,DI,89,5340,5648.81,35.78,0.0,4,0,3.29,22.89,61,64,5.78,4.6,63.47,14.38,547.84
1542,28,Male,american_football,DI,76,4560,1650.61,0.0,0.0,0,0,1.35,17.34,33,5,4.76,4.49,21.72,7.76,148.55
1542,28,Male,association_football,DI,88,5280,5536.84,102.82,0.0,15,0,3.56,22.78,59,51,5.39,6.81,62.92,15.61,620.3
1542,28,Male,association_football,DI,95,5700,7233.6,401.38,58.57,37,5,4.78,22.96,62,67,6.62,6.5,76.14,20.82,1104.56
1542,28,Male,association_football,DI,79,4740,4490.96,176.24,44.62,22,4,3.52,29.62,60,52,6.51,5.17,56.85,11.89,623.49
1543,30,Male,association_football,DI,88,5280,3777.28,0.0,0.0,0,0,2.68,17.74,54,24,6.2,6.62,42.92,15.09,339.96
1543,30,Male,association_football,DI,73,4380,5365.39,42.62,0.0,7,0,3.56,21.44,43,29,4.69,6.35,73.5,16.61,535.64
1543,30,Male,american_football,DI,330,19800,10462.47,406.9,115.25,43,10,1.78,30.34,96,68,5.96,10.0,31.7,5.88,1431.24
1543,30,Male,association_football,DI,90,5400,4053.34,144.66,7.68,7,1,2.92,24.2,40,34,4.72,7.14,45.04,12.06,513.15
1543,30,Male,association_football,DI,126,7560,3053.12,0.0,0.0,0,0,1.38,18.12,11,2,5.99,3.79,24.23,7.59,274.78
1544,30,Male,association_football,DI,88,5280,4027.33,59.49,0.0,5,0,2.55,26.03,63,31,5.39,4.84,45.77,9.78,426.78
1544,30,Male,association_football,DI,90,5400,6379.18,202.41,6.29,19,1,3.98,28.2,87,62,9.85,6.94,70.88,14.1,799.33
1544,30,Male,american_football,DI,99,5940,3603.69,11.15,0.0,1,0,1.89,20.48,52,11,6.83,5.31,36.4,9.23,336.39
1544,30,Male,american_football,DI-FCS,82,4920,1992.06,122.68,160.41,19,12,1.35,33.39,37,57,7.57,7.59,24.29,4.05,373.69
1545,31,Male,association_football,DI,121,7260,6674.07,198.34,73.31,24,5,3.34,29.3,43,25,6.05,5.2,55.16,11.39,849.06
1545,31,Male,american_football,DI,82,4920,1524.49,12.42,0.0,1,0,1.34,21.1,19,3,4.1,4.24,18.59,6.33,150.39
1545,31,Male,association_football,DI,88,5280,5632.1,419.21,109.26,41,9,3.43,28.34,74,59,6.39,9.06,64.0,12.1,1001.64
1545,31,Male,association_football,DI,93,5580,4315.85,86.39,3.79,10,1,2.33,26.07,50,78,7.86,10.0,46.41,8.94,489.48
1545,31,Male,association_football,DI,120,7200,6987.51,41.95,0.0,8,0,3.52,21.17,50,28,5.31,4.79,58.23,16.64,682.69
1545,31,Male,association_football,DI,98,5880,4458.32,224.64,37.08,29,5,2.62,27.12,38,47,5.72,8.1,45.49,9.68,679.47
1546,31,Male,association_football,DI,101,6060,4751.52,286.47,39.83,28,5,2.68,26.59,43,43,5.24,7.22,47.04,10.08,762.76
1546,31,Male,association_football,DI,74,4440,6019.02,77.45,10.49,7,1,4.5,24.6,46,47,5.98,6.92,81.34,18.29,629.68
1546,31,Male,association_football,DI,76,4560,6463.72,102.9,5.96,10,1,5.31,27.67,55,76,6.43,6.78,85.05,19.19,698.02
1546,31,Male,association_football,DI,93,5580,958.46,0.0,0.0,0,0,0.6,6.29,0,0,0.0,0.0,10.31,9.52,86.26
1546,31,Male,american_football,DI,98,5880,2907.4,564.8,153.09,19,7,1.68,30.17,18,0,4.71,0.0,29.67,5.58,838.16
1547,26,Male,american_football,DI,80,4800,1523.49,13.62,0.0,1,0,1.28,20.94,20,3,3.94,3.7,19.04,6.11,151.39
1547,26,Male,association_football,DI,90,5400,3433.02,21.7,0.0,3,0,2.8,23.7,29,16,4.77,4.55,38.14,11.82,334.06
1547,26,Male,american_football,DI-FCS,82,4920,4965.67,14.97,0.0,3,0,3.7,19.37,92,65,8.61,7.38,60.56,19.11,465.99
1547,26,Male,association_football,DI,83,4980,4958.26,28.66,9.51,6,1,4.31,23.67,61,50,6.62,5.77,59.74,18.22,488.86
1548,28,Male,association_football,DI,107,6420,6962.49,388.16,84.85,35,5,5.44,28.26,70,53,4.17,6.46,65.07,19.27,1067.09
1548,28,Male,association_football,DI,99,5940,7659.28,218.06,74.93,34,7,4.79,31.67,44,66,5.26,9.89,77.37,15.14,981.93
1548,28,Male,association_football,DI,85,5100,5517.32,156.4,24.52,19,2,4.48,26.98,80,87,8.78,7.65,64.91,16.61,682.6
1549,24,Male,american_football,DI,66,3960,2388.88,246.93,74.93,18,9,2.2,23.02,33,11,6.57,10.0,36.2,9.53,509.11
1549,24,Male,american_football,DI-FCS,94,5640,3502.23,143.93,0.0,19,0,2.16,23.49,67,81,8.28,8.5,37.26,9.18,483.64
1549,24,Male,american_football,DI,73,4380,3270.64,73.8,9.05,7,2,2.49,27.76,20,21,5.48,4.53,44.8,8.96,382.26
1549,24,Male,association_football,DI,93,5580,6536.4,270.77,57.29,33,6,4.48,25.0,58,42,6.93,6.97,70.28,17.91,921.27
1549,24,Male,american_football,DI,50,3000,998.57,38.78,0.0,7,0,1.03,24.49,9,3,5.29,5.17,19.97,4.22,139.07
1549,24,Male,association_football,DI,302,18120,17745.02,463.21,1892.0,29,26,3.89,43.01,90,71,6.85,5.99,58.76,9.05,2176.09
1550,28,Male,american_football,DI-FCS,82,4920,3288.1,113.21,0.0,8,0,2.28,22.12,64,14,6.49,5.71,40.1,10.32,413.62
1550,28,Male,association_football,DI,84,5040,4308.25,0.0,0.0,0,0,3.04,16.93,36,20,5.34,5.23,51.29,17.95,387.74
1550,28,Male,association_football,DI,70,4200,5137.15,155.85,25.16,13,2,4.42,23.72,38,30,4.81,7.08,73.39,18.64,636.03
1550,28,Male,association_football,DI,77,4620,5141.27,215.98,49.46,22,5,4.8,27.86,54,56,6.54,5.48,66.77,17.22,721.34
1550,28,Male,association_football,DI,98,5880,6230.16,129.9,0.0,13,0,4.14,21.93,34,43,5.37,8.98,63.57,18.9,703.94
1551,32,Male,american_football,DI-FCS,83,4980,1384.95,119.16,131.19,16,15,1.17,32.13,17,32,7.9,6.29,16.69,3.64,322.02
1551,32,Male,association_football,DI,54,3240,5486.18,87.66,12.7,8,1,6.22,23.07,31,31,6.33,5.25,101.6,26.98,593.17
1551,32,Male,association_football,DI,105,6300,5057.97,66.61,35.34,6,2,3.27,25.75,35,25,6.59,5.77,48.17,12.71,534.02
1551,32,Male,american_football,DI,67,4020,4309.56,103.45,0.0,7,0,3.35,20.75,33,22,6.28,7.23,64.32,16.16,495.33
1552,26,Male,association_football,DI,90,5400,6859.89,161.68,20.22,19,4,4.47,25.94,60,53,5.6,6.1,76.22,17.24,814.52
1552,26,Male,association_football,DI,111,6660,210.33,0.0,0.0,0,0,0.12,11.92,0,0,0.0,0.0,1.89,1.02,18.93
1552,26,Male,association_football,DI,127,7620,7053.24,178.13,0.0,16,0,3.28,27.52,62,51,6.34,6.33,55.54,11.93,826.72
1552,26,Male,association_football,DI,107,6420,10684.49,388.36,17.56,29,1,6.56,25.28,103,68,5.61,5.87,99.86,25.96,1373.66
1552,26,Male,association_football,DI,119,7140,4146.09,0.0,0.0,0,0,2.08,18.39,79,41,6.82,6.36,34.84,11.32,373.15
1552,26,Male,american_football,DI-FCS,87,5220,2570.51,0.0,0.0,0,0,1.78,19.35,45,71,7.54,8.82,29.55,9.22,231.35
1553,30,Male,association_football,DI,76,4560,6848.75,211.24,17.98,23,1,5.46,31.76,81,97,5.61,7.63,90.12,17.18,856.5
1553,30,Male,association_football,DI,85,5100,3961.74,47.27,0.0,4,0,3.3,20.91,118,66,6.39,6.12,46.61,15.78,407.34
1553,30,Male,association_football,DI,97,5820,3105.02,156.03,41.66,15,3,2.07,35.48,32,39,5.87,8.61,32.01,5.83,461.68
1553,30,Male,association_football,DI,95,5700,5400.5,96.33,0.0,7,0,3.04,21.17,40,30,5.12,7.08,56.85,14.38,586.82
1553,30,Male,association_football,DI,81,4860,6541.41,81.86,12.29,8,1,5.42,27.43,63,66,5.25,5.78,80.76,19.74,682.44
1554,18,Male,association_football,DI,102,6120,3047.65,87.26,8.78,8,1,1.82,26.9,24,24,5.63,6.63,29.88,6.78,372.18
1554,18,Male,american_football,DI,67,4020,1532.44,46.32,9.27,5,2,1.2,22.09,26,12,7.63,6.28,22.87,5.42,196.47
1554,18,Male,association_football,DI,124,7440,8966.82,189.97,39.78,20,2,3.87,29.49,43,35,5.4,7.37,72.31,13.13,1025.08
1554,18,Male,american_football,DI,100,6000,3097.69,133.47,4.09,11,1,1.69,27.66,41,19,5.49,6.92,30.98,6.11,424.6
1554,18,Male,association_football,DI,86,5160,5003.75,277.55,39.93,27,3,3.73,28.68,49,46,6.32,7.28,58.18,13.02,763.29
1555,28,Male,association_football,DI,125,7500,1468.28,5.23,0.0,1,0,0.71,21.68,8,2,5.27,3.09,11.75,3.29,138.92
1555,28,Male,association_football,DI,91,5460,4547.02,138.08,0.0,11,0,2.8,27.18,129,93,9.62,8.86,49.97,10.29,554.67
1555,28,Male,american_football,DI-FCS,130,7800,2027.8,321.63,180.38,30,9,0.83,29.61,26,6,6.33,4.21,15.6,2.81,570.05
1555,28,Male,american_football,DI,127,7620,5019.94,161.43,138.26,17,8,2.0,32.37,83,44,7.36,9.31,39.53,6.17,662.69
1556,21,Male,association_football,DI,123,7380,1363.23,5.4,0.0,1,0,0.71,21.16,7,2,4.75,3.26,11.08,3.35,129.41
1556,21,Male,association_football,DI,109,6540,5545.33,122.03,9.32,11,2,2.83,24.39,58,53,5.36,5.1,50.87,11.6,637.93
1556,21,Male,american_football,DI,64,3840,2002.2,305.08,16.8,36,1,2.41,25.43,40,36,6.85,6.43,31.28,9.49,530.93
1556,21,Male,american_football,DI-FCS,92,5520,1731.35,28.96,0.0,5,0,1.0,23.3,47,28,5.13,5.29,18.82,4.28,192.78
1557,30,Male,american_football,DI-FCS,90,5400,4007.86,166.11,10.58,22,1,3.01,24.66,82,102,9.84,9.74,44.53,12.22,557.86
1557,30,Male,association_football,DI,115,6900,10869.55,652.37,308.98,73,23,5.62,32.36,91,85,7.49,8.44,94.52,17.37,1803.41
1557,30,Male,american_football,DI-FCS,99,5940,5287.13,74.41,0.0,10,0,3.19,22.09,106,92,8.85,9.1,53.41,14.43,562.06
1558,35,Male,association_football,DI,101,6060,9569.36,479.49,58.22,41,7,5.8,26.66,62,64,5.37,7.36,94.75,21.77,1403.4
1558,35,Male,association_football,DI,125,7500,5198.5,85.98,20.15,6,1,2.98,26.15,76,28,6.03,6.61,41.59,11.38,561.41
1558,35,Male,american_football,DI,79,4740,2776.43,46.21,18.62,4,1,1.93,23.63,24,14,5.63,4.95,35.14,8.15,304.35
1558,35,Male,association_football,DI,96,5760,6603.31,335.18,15.34,8,3,4.74,27.96,26,23,5.19,5.68,68.78,16.97,922.9
1559,31,Male,american_football,DI,46,2760,2572.87,254.4,39.71,27,5,2.93,27.16,72,34,8.79,6.97,55.93,10.78,532.19
1559,31,Male,american_football,DI,42,2520,2668.65,1130.28,44.2,58,7,3.62,27.3,23,5,5.72,5.88,63.54,13.24,1400.92
1559,31,Male,association_football,DI,52,3120,6994.29,239.95,47.67,19,3,7.33,30.46,36,46,5.99,8.21,134.51,24.08,894.43
1560,25,Male,association_football,DI,54,3240,6540.49,290.44,38.31,37,3,7.01,27.64,60,84,5.2,7.63,121.12,25.35,937.33
1560,25,Male,association_football,DI,96,5760,8271.68,162.39,9.23,21,2,4.93,22.74,122,76,6.75,6.52,86.16,21.69,939.71
1560,25,Male,association_football,DI,10,600,402.73,29.27,0.0,4,0,7.63,25.26,7,5,5.15,4.83,40.27,30.19,70.53
1560,25,Male,association_football,DI,88,5280,1185.75,0.0,0.0,0,0,0.77,18.77,3,0,5.46,0.0,13.47,4.13,106.72
1560,25,Male,association_football,DI,111,6660,573.51,4.22,0.0,1,0,0.28,19.24,4,2,3.32,3.19,5.17,1.48,57.44
1560,25,Male,association_football,DI,100,6000,1809.52,0.0,0.0,0,0,1.07,16.58,8,15,4.24,3.86,18.1,6.44,162.86
1561,25,Male,american_football,DI,106,6360,6977.27,143.99,95.88,21,9,4.43,24.97,52,35,7.4,6.35,65.82,17.75,836.43
1561,25,Male,association_football,DI,66,3960,4693.46,45.02,0.0,5,0,4.38,25.92,54,34,5.82,6.94,71.11,16.89,472.56
1561,25,Male,american_football,DI,43,2580,973.44,0.0,0.0,0,0,1.19,19.06,24,22,7.03,6.32,22.64,6.25,87.61
1561,25,Male,association_football,DI,102,6120,7304.11,7.23,0.0,1,0,4.39,18.95,70,38,5.35,6.65,71.61,23.16,665.94
1561,25,Male,association_football,DI,93,5580,5610.48,56.34,0.0,6,0,4.02,26.29,59,54,6.05,5.79,60.33,15.29,567.82
1562,20,Male,association_football,DI,88,5280,5069.2,50.51,6.33,7,1,2.64,30.44,97,80,9.08,7.64,57.6,8.69,518.37
1562,20,Male,association_football,DI,95,5700,4087.27,84.69,18.25,9,1,2.26,25.35,23,29,5.77,6.64,43.02,8.92,467.21
1562,20,Male,association_football,DI,115,6900,8842.73,304.58,42.12,31,3,3.53,25.41,34,58,6.47,4.95,76.89,13.88,1144.45
1562,20,Male,american_football,DI-FCS,146,8760,1771.6,33.83,0.0,4,0,0.78,21.76,20,0,4.72,0.0,12.13,3.6,197.9
1563,28,Male,association_football,DI,82,4920,4672.51,0.0,0.0,0,0,3.45,16.4,36,23,5.76,5.85,56.98,21.06,420.53
1563,28,Male,american_football,DI,68,4080,2784.91,159.2,77.04,20,2,2.54,29.38,28,36,7.1,5.13,40.95,8.64,442.38
1563,28,Male,association_football,DI,95,5700,4566.66,466.87,31.08,41,4,3.09,26.9,61,54,8.05,10.0,48.07,11.48,929.08
1563,28,Male,association_football,DI,99,5940,10861.5,419.49,135.74,35,7,6.91,28.77,83,98,5.71,8.81,109.71,24.02,1455.64
1563,28,Male,association_football,DI,69,4140,3560.45,168.87,0.0,11,0,2.51,21.9,16,22,5.86,5.82,51.6,11.45,494.06
1563,28,Male,association_football,DI,88,5280,462.02,0.0,0.0,0,0,0.29,6.7,0,0,0.0,0.0,5.25,4.37,41.58
1564,24,Male,association_football,DI,102,6120,5988.42,33.55,0.0,4,0,4.26,21.28,71,45,4.88,7.22,58.71,20.01,576.93
1564,24,Male,american_football,DI,103,6180,4878.8,174.78,54.71,16,3,2.64,26.9,121,52,7.09,6.8,47.37,9.83,640.7
1564,24,Male,association_football,DI,117,7020,2863.72,0.0,0.0,0,0,1.43,15.39,34,17,5.34,5.88,24.48,9.29,257.73
1565,21,Male,american_football,DI-FCS,97,5820,2717.52,22.83,0.0,2,0,1.54,20.88,63,40,8.54,10.0,28.02,7.39,269.48
1565,21,Male,american_football,DI-FCS,132,7920,1564.27,338.48,0.0,19,0,0.81,22.49,25,3,6.42,3.87,11.85,3.61,484.03
1565,21,Male,american_football,DI,69,4140,2583.81,236.99,78.12,28,8,2.45,28.58,28,17,6.95,7.49,37.45,8.56,531.77
1565,21,Male,association_football,DI,81,4860,5694.06,254.11,46.24,25,3,3.88,28.15,56,42,6.87,6.24,70.3,13.79,804.68
1565,21,Male,american_football,DI,76,4560,3267.51,0.0,0.0,0,0,2.13,16.89,42,13,8.39,6.87,42.99,12.64,294.08
1566,21,Male,american_football,DI,66,3960,1955.92,288.82,47.6,26,4,1.9,29.31,29,8,5.9,7.32,29.64,6.49,504.03
1566,21,Male,association_football,DI,105,6300,7502.35,78.22,7.88,12,1,4.0,24.84,102,47,5.33,4.2,71.45,16.09,774.65
1566,21,Male,association_football,DI,112,6720,10188.87,286.48,34.01,22,3,7.49,25.48,76,91,6.17,6.33,90.97,29.37,1232.75
1566,21,Male,association_football,DI,115,6900,4345.11,93.95,14.21,12,1,2.06,28.73,39,41,6.0,5.92,37.78,7.18,504.74
1566,21,Male,american_football,DI,103,6180,4385.72,0.0,0.0,0,0,2.34,18.66,62,8,6.53,4.92,42.58,12.55,394.71
1566,21,Male,american_football,DI,64,3840,2484.46,284.7,0.0,36,0,2.2,21.5,60,39,6.56,7.81,38.82,10.23,551.73
1567,23,Male,association_football,DI,115,6900,5435.86,69.67,0.0,8,0,2.86,19.14,22,23,4.96,6.19,47.27,14.92,568.34
1567,23,Male,american_football,DI-FCS,105,6300,5384.76,448.41,184.89,44,18,2.75,26.86,128,108,9.99,9.61,51.28,10.23,1049.36
1567,23,Male,association_football,DI,106,6360,126.92,0.0,0.0,0,0,0.08,6.5,0,0,0.0,0.0,1.2,1.23,11.42
1568,26,Male,american_football,DI,178,10680,7747.74,132.02,182.2,20,7,2.64,34.93,78,51,6.37,8.05,43.53,7.55,885.28
1568,26,Male,american_football,DI-FCS,82,4920,1460.96,94.03,151.46,14,7,1.08,30.27,38,57,7.84,6.86,17.82,3.56,273.73
1568,26,Male,association_football,DI,121,7260,7583.33,67.62,21.61,9,2,3.33,26.89,59,32,4.54,4.98,62.67,12.4,768.24
1568,26,Male,american_football,DI-FCS,105,6300,3034.14,72.48,0.0,12,0,2.1,28.49,104,82,9.16,8.92,28.9,7.35,362.45
1569,17,Male,american_football,DI,76,4560,1756.09,0.0,0.0,0,0,1.52,17.43,48,16,5.82,10.0,23.11,8.72,158.05
1569,17,Male,association_football,DI,88,5280,4922.47,66.06,88.29,8,3,3.95,28.67,54,51,5.47,7.93,55.94,13.76,531.51
1569,17,Male,association_football,DI,101,6060,2240.63,84.87,0.0,8,0,1.4,22.41,9,14,4.35,6.14,22.18,6.25,293.66
1569,17,Male,association_football,DI,69,4140,4607.54,65.95,0.0,9,0,4.1,23.09,35,25,4.86,5.21,66.78,17.78,492.26
1569,17,Male,association_football,DI,290,17400,5043.82,72.64,808.14,6,11,0.98,40.66,0,0,0.0,0.0,17.39,2.41,577.15
1570,20,Male,american_football,DI,151,9060,7989.33,351.73,56.21,37,5,2.91,28.12,73,30,6.23,8.08,52.91,10.35,1130.64
1570,20,Male,american_football,DI,104,6240,3313.38,97.35,0.0,12,0,1.89,27.47,88,51,9.98,7.1,31.86,6.89,408.86
1570,20,Male,association_football,DI,94,5640,8191.81,294.55,8.11,24,2,5.09,28.58,38,64,6.82,6.55,87.15,17.81,1058.93
1570,20,Male,association_football,DI,101,6060,3700.68,67.03,0.0,10,0,2.12,24.42,46,51,6.11,8.44,36.64,8.69,414.25
1570,20,Male,association_football,DI,113,6780,5010.75,79.21,0.0,9,0,2.59,20.38,60,51,5.71,5.79,44.34,12.73,540.24
1570,20,Male,association_football,DI,79,4740,6890.32,152.15,112.5,19,6,5.91,30.68,59,49,7.83,6.84,87.22,19.25,820.5
1571,24,Male,association_football,DI,129,7740,1741.57,17.41,0.0,1,0,0.76,27.59,28,9,5.81,3.82,13.5,2.74,174.53
1571,24,Male,association_football,DI,116,6960,4717.96,101.83,0.0,6,0,2.55,26.04,60,25,5.77,7.66,40.67,9.77,528.04
1571,24,Male,association_football,DI,89,5340,2276.29,81.47,47.53,6,2,1.84,25.24,24,6,6.39,2.93,25.58,7.3,298.85
1572,25,Male,association_football,DI,83,4980,1001.51,0.0,0.0,0,0,0.58,14.96,3,4,4.37,4.14,12.07,3.9,90.14
1572,25,Male,association_football,DI,87,5220,5513.18,115.26,4.66,15,1,3.55,24.91,66,47,5.49,6.0,63.37,14.24,633.29
1572,25,Male,american_football,DI,110,6600,3627.58,24.33,0.0,3,0,2.12,21.42,86,36,6.47,7.41,32.98,9.92,354.71
1572,25,Male,association_football,DI,101,6060,6433.38,235.23,53.41,24,4,3.69,30.37,23,33,5.71,6.27,63.7,12.15,856.14
1572,25,Male,american_football,DI,127,7620,4630.91,90.68,61.07,11,2,2.42,22.99,42,19,5.45,6.43,36.46,10.53,528.21
1572,25,Male,association_football,DI,101,6060,7793.62,253.54,26.84,28,2,4.08,28.9,64,43,5.64,5.39,77.16,14.11,994.38
1573,27,Male,american_football,DI,112,6720,4390.79,143.34,73.76,20,5,2.56,29.01,69,43,7.46,6.14,39.2,8.82,585.03
1573,27,Male,association_football,DI,79,4740,4547.87,110.5,14.77,11,1,3.65,27.77,57,53,5.09,7.02,57.57,13.13,535.33
1573,27,Male,association_football,DI,97,5820,5701.68,49.52,12.3,6,1,3.64,28.0,69,37,6.31,6.93,58.78,13.0,575.26
1573,27,Male,association_football,DI,101,6060,372.71,0.0,0.0,0,0,0.23,17.68,5,2,4.49,3.06,3.69,1.3,33.54
1573,27,Male,association_football,DI,112,6720,10646.89,318.6,21.12,29,3,4.46,26.85,66,60,5.1,8.72,95.06,16.61,1314.09
1574,23,Male,association_football,DI,115,6900,7380.77,0.0,0.0,0,0,4.23,18.51,46,28,5.33,6.45,64.18,22.85,664.27
1574,23,Male,association_football,DI,123,7380,6143.48,3.98,0.0,1,0,2.88,17.84,23,7,4.65,4.53,49.95,16.12,558.4
1574,23,Male,american_football,DI-FCS,101,6060,2085.84,9.57,0.0,1,0,1.49,19.93,36,50,8.47,7.37,20.65,7.47,198.58
1574,23,Male,association_football,DI,65,3900,4306.97,0.0,0.0,0,0,4.15,19.79,38,32,6.33,5.49,66.26,20.97,387.63
1574,23,Male,american_football,DI-FCS,101,6060,5408.21,540.75,69.42,35,12,2.9,27.63,132,140,8.38,10.0,53.55,10.5,1092.19
1574,23,Male,association_football,DI,76,4560,4115.25,0.0,0.0,0,0,3.72,18.87,9,7,4.4,5.37,54.15,19.71,370.37
1575,27,Male,association_football,DI,122,7320,3882.59,0.0,0.0,0,0,2.48,13.41,50,27,6.01,5.66,31.82,18.47,349.43
1575,27,Male,association_football,DI,15,900,1550.36,64.49,10.63,8,1,6.65,25.45,22,20,5.53,7.05,103.36,26.14,216.88
1575,27,Male,association_football,DI,95,5700,504.44,0.0,0.0,0,0,0.33,11.38,1,2,4.05,3.33,5.31,2.87,45.4
1576,21,Male,american_football,DI,48,2880,1259.29,0.0,0.0,0,0,1.72,20.09,28,30,5.68,7.04,26.24,8.57,113.34
1576,21,Male,association_football,DI,84,5040,5415.66,82.8,16.45,8,1,3.82,29.23,51,46,5.68,4.48,64.47,13.07,582.48
1576,21,Male,association_football,DI,66,3960,3989.78,304.93,18.0,16,2,3.22,26.77,41,12,4.99,5.68,60.45,12.03,673.14
1577,25,Male,association_football,DI,115,6900,8565.46,54.64,6.46,10,1,3.69,28.83,35,39,4.54,5.13,74.48,12.79,843.68
1577,25,Male,association_football,DI,127,7620,7741.81,306.27,70.49,27,3,3.48,27.61,47,67,6.01,8.29,60.96,12.6,1039.19
1577,25,Male,american_football,DI-FCS,130,7800,4285.5,224.33,4.9,16,1,2.13,25.27,105,125,8.39,7.32,32.97,8.43,623.48
1577,25,Male,association_football,DI,121,7260,11953.89,464.31,86.31,57,9,6.57,29.98,87,96,5.47,8.48,98.79,21.9,1642.92
1577,25,Male,american_football,DI,63,3780,2377.23,334.13,6.8,36,1,2.4,23.37,57,49,7.95,5.29,37.73,10.25,590.73
1577,25,Male,association_football,DI,73,4380,5994.05,255.15,55.64,21,5,4.17,25.13,51,49,5.8,6.41,82.11,16.6,831.11
1578,27,Male,association_football,DI,101,6060,9060.03,536.44,66.82,42,5,5.49,29.17,39,52,5.91,5.79,89.7,18.83,1401.04
1578,27,Male,association_football,DI,93,5580,5493.84,125.43,0.0,14,0,3.32,26.71,87,65,8.44,7.72,59.07,12.43,635.61
1578,27,Male,association_football,DI,97,5820,9566.59,223.17,23.87,28,2,6.13,23.61,89,74,5.79,6.59,98.62,25.98,1124.95
1578,27,Male,association_football,DI,90,5400,8443.54,332.72,119.88,30,6,5.52,33.6,84,71,7.41,6.26,93.82,16.44,1142.99
1578,27,Male,association_football,DI,298,17880,20399.7,281.73,90.46,30,2,3.65,30.05,76,84,5.95,6.68,68.46,12.15,2156.57
1579,34,Male,association_football,DI,109,6540,11433.95,497.57,155.64,41,9,6.45,29.05,64,105,6.15,8.58,104.9,22.21,1595.6
1579,34,Male,association_football,DI,112,6720,12798.23,291.75,75.15,30,4,5.47,26.15,88,112,6.16,7.29,114.27,20.91,1492.6
1579,34,Male,american_football,DI,116,6960,3684.9,95.32,47.15,12,2,2.3,29.4,47,13,6.11,5.8,31.77,7.81,450.26
1579,34,Male,association_football,DI,99,5940,10996.03,350.18,89.95,35,9,7.06,33.36,71,115,5.59,7.58,111.07,21.15,1411.81
1579,34,Male,association_football,DI,90,5400,6486.92,249.14,0.0,17,0,4.15,23.65,34,48,5.83,6.51,72.08,17.57,842.15
1580,20,Male,association_football,DI,93,5580,4482.35,76.36,0.0,9,0,2.91,24.1,81,67,8.59,10.0,48.2,12.08,490.74
1580,20,Male,american_football,DI-FCS,75,4500,4276.73,95.68,0.0,14,0,3.57,28.04,81,52,8.92,9.79,57.02,12.72,499.18
1580,20,Male,association_football,DI,84,5040,4428.02,163.1,28.19,11,3,3.26,22.75,26,18,5.55,7.5,52.71,14.33,581.98
1581,27,Male,american_football,DI,101,6060,4286.65,127.12,18.76,15,2,2.92,23.45,65,40,5.11,8.24,42.44,12.44,539.18
1581,27,Male,association_football,DI,96,5760,3864.61,242.58,31.23,18,1,2.24,32.08,24,35,6.15,7.56,40.26,6.98,607.94
1581,27,Male,association_football,DI,202,12120,7766.91,137.51,11.19,19,2,2.82,24.67,50,48,5.63,8.61,38.45,11.45,867.43
1581,27,Male,association_football,DI,122,7320,4360.71,226.07,53.87,16,3,2.14,32.17,30,21,5.24,7.6,35.74,6.66,640.12
1582,30,Male,association_football,DI,81,4860,5605.68,68.0,0.0,8,0,5.07,23.77,61,54,5.18,7.76,69.21,21.33,581.58
1582,30,Male,american_football,DI,96,5760,1847.57,0.0,0.0,0,0,0.96,11.69,20,4,4.71,4.98,19.25,8.24,166.28
1582,30,Male,association_football,DI,118,7080,5186.42,85.29,12.88,7,1,3.0,26.25,55,28,6.34,4.94,43.95,11.41,560.92
1582,30,Male,association_football,DI,69,4140,6908.83,335.13,48.64,23,4,5.49,24.58,55,51,6.28,6.79,100.13,22.34,986.55
1583,22,Male,american_football,DI,80,4800,3253.23,44.06,20.19,4,1,2.1,32.37,28,14,4.99,5.19,40.67,6.49,344.93
1583,22,Male,association_football,DI,105,6300,10993.57,130.2,5.3,13,1,6.19,22.08,73,51,4.87,5.57,104.7,28.03,1137.18
1583,22,Male,american_football,DI,54,3240,1797.03,122.84,0.0,18,0,2.31,22.69,62,32,7.19,5.93,33.28,10.18,308.42
1583,22,Male,association_football,DI,85,5100,7221.93,310.66,13.89,9,3,4.72,26.58,31,22,5.97,5.18,84.96,17.76,958.5
1584,27,Male,association_football,DI,84,5040,6106.23,170.59,0.0,21,0,4.56,26.71,93,82,6.57,6.23,72.69,17.06,744.49
1584,27,Male,american_football,DI,52,3120,1755.2,631.06,4.14,46,1,2.58,25.07,26,3,4.87,5.98,33.75,10.28,821.03
1584,27,Male,association_football,DI,83,4980,3168.27,0.0,0.0,0,0,2.02,17.12,19,9,4.88,5.39,38.17,11.78,285.14
1584,27,Male,american_football,DI,61,3660,1296.35,190.83,4.3,16,1,1.2,24.75,20,5,7.68,5.44,21.25,4.86,323.93
1584,27,Male,american_football,DI-FCS,83,4980,2921.9,111.81,11.06,10,1,1.55,29.3,62,33,8.34,5.51,35.2,5.28,387.73
1585,27,Male,association_football,DI,94,5640,5800.61,30.67,0.0,3,0,4.1,20.78,46,43,4.53,5.53,61.71,19.71,555.92
