athlete_number,athlete_relative_age,athlete_gender_marker,athlete_sport,club_division,active_minutes,contributing_seconds,total_distance_m,total_high_intensity_distance_m,total_sprint_distance_m,high_intensity_events,sprint_events,avg_speed_kph,max_speed_kph,acceleration_events,deceleration_events,max_acceleration,max_deceleration,metres_per_minute,percentage_max_speed_kph,session_load
1159,21,Female,association_football,DI,64,3840,2716.86,24.49,19.97,4,2,2.3,25.84,17,6,5.44,5.4,42.45,8.91,281.53
1159,21,Female,association_football,DI,86,5160,3745.41,3.32,0.0,1,0,2.22,20.86,27,25,4.8,5.56,43.55,10.64,342.04
1159,21,Female,association_football,DI,150,9000,7310.51,78.55,14.34,10,2,3.12,26.17,53,51,6.0,5.04,48.74,11.94,755.41
1160,23,Female,association_football,DI,125,7500,5019.07,160.32,1328.03,17,54,2.6,42.98,48,24,6.21,5.45,40.15,6.06,845.34
1160,23,Female,association_football,DI,148,8880,10234.27,66.81,4.26,12,1,4.54,23.48,33,47,4.93,6.92,69.15,19.36,1008.6
1160,23,Female,association_football,DI,122,7320,4638.39,52.81,22.26,3,1,2.11,26.67,15,14,5.43,4.49,38.02,7.89,475.54
1160,23,Female,association_football,DI,91,5460,2303.8,17.47,0.0,2,0,1.47,24.07,5,14,4.01,3.58,25.32,6.1,227.06
1161,23,Female,association_football,DI,99,5940,4689.3,405.33,0.0,47,0,3.16,25.74,50,41,4.85,5.79,47.37,12.27,881.02
1161,23,Female,association_football,DI,124,7440,5465.22,68.67,7.16,5,2,3.23,25.34,66,44,6.44,5.46,44.07,12.73,571.76
1161,23,Female,association_football,DI,86,5160,5639.15,16.08,0.0,2,0,4.27,21.93,34,22,4.73,4.84,65.57,19.46,526.23
1161,23,Female,association_football,DI,95,5700,4247.78,8.1,7.57,1,1,2.87,23.68,13,8,4.6,8.1,44.71,12.14,395.8
1162,21,Female,association_football,DI,92,5520,3967.4,18.47,0.0,3,0,2.96,22.67,12,11,4.78,4.83,43.12,13.06,379.48
1162,21,Female,association_football,DI,75,4500,3804.06,130.04,0.0,13,0,3.05,20.95,16,23,4.56,5.34,50.72,14.58,485.06
1162,21,Female,association_football,DI,91,5460,6206.33,106.86,0.0,12,0,4.14,20.8,39,57,6.12,5.55,68.2,19.9,678.91
1162,21,Female,association_football,DI,122,7320,6335.03,110.01,58.02,10,1,3.94,28.89,24,23,5.55,6.6,51.93,13.64,693.9
1163,19,Female,association_football,DI,91,5460,2791.74,14.13,0.0,3,0,2.12,19.6,19,20,5.14,7.19,30.68,10.81,269.43
1163,19,Female,association_football,DI,99,5940,9264.94,76.22,89.59,11,3,5.39,28.85,29,31,4.81,7.35,93.59,18.67,936.88
1163,19,Female,association_football,DI,93,5580,9502.63,319.08,186.58,42,17,5.25,30.04,40,37,5.18,6.11,102.18,17.47,1293.97
1163,19,Female,association_football,DI,77,4620,3624.81,142.31,0.0,10,0,3.32,24.74,15,21,4.54,5.3,47.08,13.42,474.34
1163,19,Female,association_football,DI,89,5340,2893.72,60.88,20.19,11,1,1.67,27.87,10,15,4.27,6.02,32.51,5.99,340.42
1163,19,Female,association_football,DI,121,7260,2517.6,22.77,0.0,2,0,1.31,20.39,21,12,4.89,4.24,20.81,6.41,250.86
1164,19,Female,association_football,DI,78,4680,5285.81,25.85,0.0,4,0,3.4,21.3,36,37,5.39,4.98,67.77,15.97,506.83
1164,19,Female,association_football,DI,90,5400,4921.26,170.57,0.0,11,0,4.18,20.43,35,6,5.14,3.68,54.68,20.46,617.59
1164,19,Female,association_football,DI,90,5400,3955.05,35.97,0.0,4,0,2.61,19.54,26,24,5.54,6.15,43.94,13.33,396.46
1164,19,Female,association_football,DI,76,4560,2928.71,57.42,271.2,6,3,2.33,31.01,46,7,6.42,6.21,38.54,7.52,338.98
1165,22,Female,association_football,DI,96,5760,2901.21,0.0,0.0,0,0,1.99,16.87,10,1,5.95,3.31,30.22,11.77,261.11
1165,22,Female,association_football,DI,88,5280,8127.07,355.42,70.51,35,7,6.32,25.06,26,57,5.01,6.01,92.35,25.21,1150.71
1165,22,Female,association_football,DI,98,5880,3886.96,35.28,0.0,4,0,2.26,21.4,22,26,5.02,6.97,39.66,10.57,389.53
1165,22,Female,association_football,DI,118,7080,6172.75,179.98,1190.1,15,48,2.52,42.63,43,14,5.85,5.42,52.31,5.92,939.12
1165,22,Female,association_football,DI,69,4140,2029.88,3.18,0.0,1,0,1.72,18.9,11,8,5.15,6.68,29.42,9.1,187.58
1165,22,Female,association_football,DI,117,7020,5265.06,61.93,0.0,9,0,2.43,20.18,21,34,5.56,7.3,45.0,12.06,546.86
1166,20,Female,association_football,DI,77,4620,3048.66,31.82,0.0,5,0,2.93,23.89,48,61,5.06,9.92,39.59,12.27,312.53
1166,20,Female,association_football,DI,48,2880,2173.31,111.48,169.19,20,11,2.56,28.34,16,12,4.86,5.61,45.28,9.04,381.0
1166,20,Female,association_football,DI,121,7260,2411.54,32.48,0.0,6,0,1.09,22.0,37,31,5.51,5.83,19.93,4.94,258.49
1166,20,Female,association_football,DI,113,6780,5141.37,119.41,59.85,14,5,2.65,24.01,35,34,4.91,4.85,45.5,11.03,617.7
1166,20,Female,association_football,DI,91,5460,4868.86,147.55,113.69,22,10,3.6,24.62,60,50,5.98,5.78,53.5,14.61,657.42
1167,21,Female,association_football,DI,102,6120,3604.22,12.84,0.0,2,0,2.41,19.53,14,22,4.48,4.69,35.34,12.35,339.9
1167,21,Female,association_football,DI,87,5220,631.8,0.0,0.0,0,0,0.36,6.57,0,0,0.0,0.0,7.26,5.52,56.86
1167,21,Female,association_football,DI,119,7140,296.03,0.0,0.0,0,0,0.14,7.87,0,0,0.0,0.0,2.49,1.74,26.64
1167,21,Female,association_football,DI,93,5580,4474.14,118.87,0.0,11,0,2.81,20.92,43,25,5.21,5.61,48.11,13.45,532.07
1167,21,Female,association_football,DI,120,7200,592.37,0.0,0.0,0,0,0.28,7.34,0,0,0.0,0.0,4.94,3.82,53.31
1167,21,Female,association_football,DI,63,3780,4102.23,76.11,0.0,7,0,4.73,23.24,92,83,9.75,8.52,65.11,20.34,452.19
1168,22,Female,association_football,DI,87,5220,3744.56,0.0,0.0,0,0,2.25,19.92,16,16,4.84,5.76,43.04,11.32,337.01
1168,22,Female,association_football,DI,85,5100,2052.07,0.0,0.0,0,0,1.38,15.97,4,5,4.81,4.28,24.14,8.65,184.69
1168,22,Female,association_football,DI,118,7080,749.02,0.0,0.0,0,0,0.32,13.48,6,1,4.39,3.64,6.35,2.34,67.41
1168,22,Female,association_football,DI,117,7020,5964.85,70.16,26.55,12,4,3.09,23.48,65,58,5.33,5.67,50.98,13.15,641.48
1168,22,Female,association_football,DI,102,6120,6617.04,74.13,0.0,8,0,3.24,19.13,12,49,4.56,6.46,64.87,16.92,677.52
1169,20,Female,association_football,DI,85,5100,3153.19,0.0,0.0,0,0,2.05,12.43,25,18,5.54,4.91,37.1,16.49,283.79
1169,20,Female,association_football,DI,88,5280,3417.69,77.55,0.0,6,0,2.43,23.97,40,25,4.68,5.59,38.84,10.12,388.91
1169,20,Female,association_football,DI,60,3600,3526.07,197.16,92.62,25,4,3.84,23.26,17,1,4.93,2.58,58.77,16.5,563.38
1170,22,Female,association_football,DI,74,4440,2013.64,0.0,0.0,0,0,1.7,12.11,12,9,4.02,4.08,27.21,14.03,181.23
1170,22,Female,association_football,DI,116,6960,1854.38,4.05,0.0,1,0,0.98,17.67,19,22,6.47,7.01,15.99,5.53,172.42
1170,22,Female,association_football,DI,90,5400,2438.74,16.32,0.0,3,0,1.94,19.86,17,18,4.53,6.46,27.1,9.77,239.8
1171,25,Female,association_football,DI,101,6060,6479.86,300.32,77.52,34,5,3.88,26.46,46,53,5.3,8.13,64.16,14.66,940.24
1171,25,Female,association_football,DI,97,5820,5759.27,54.97,0.0,10,0,3.45,21.19,53,44,5.44,6.7,59.37,16.29,586.87
1171,25,Female,association_football,DI,88,5280,2592.32,9.0,0.0,1,0,1.83,20.83,19,13,6.12,5.75,29.46,8.76,243.25
1171,25,Female,association_football,DI,107,6420,4168.43,56.85,11.77,9,2,2.51,25.13,25,28,5.24,6.61,38.96,9.98,451.58
1171,25,Female,association_football,DI,96,5760,4251.37,188.19,0.0,17,0,2.48,21.49,27,20,6.54,5.22,44.29,11.54,586.23
1171,25,Female,association_football,DI,90,5400,1212.47,0.0,0.0,0,0,0.91,16.56,3,4,4.09,5.04,13.47,5.48,109.12
1172,17,Female,association_football,DI,101,6060,3433.7,118.6,44.67,14,6,2.45,22.02,24,33,5.47,8.45,34.0,11.12,468.6
1172,17,Female,association_football,DI,93,5580,190.82,0.0,0.0,0,0,0.11,5.22,0,0,0.0,0.0,2.05,2.13,17.17
1172,17,Female,association_football,DI,100,6000,3786.67,5.46,0.0,1,0,2.77,18.49,16,27,5.16,5.78,37.87,14.97,347.91
1173,21,Female,association_football,DI,88,5280,7524.21,101.05,14.4,14,3,5.42,24.39,26,36,4.48,6.26,85.5,22.23,809.59
1173,21,Female,association_football,DI,82,4920,3404.61,42.54,0.0,6,0,2.56,20.37,13,16,6.08,6.04,41.52,12.57,357.7
1173,21,Female,association_football,DI,87,5220,7164.46,237.98,110.61,22,6,4.47,27.98,56,37,5.49,6.97,82.35,15.97,927.25
1174,24,Female,association_football,DI,121,7260,3380.79,15.05,5.21,2,1,1.78,27.53,24,13,9.37,5.52,27.94,6.46,326.07
1174,24,Female,association_football,DI,97,5820,3707.39,75.75,0.0,10,0,2.79,23.45,50,25,4.83,4.84,38.22,11.88,420.95
1174,24,Female,association_football,DI,84,5040,6069.94,74.36,0.0,8,0,3.85,20.72,47,29,4.94,5.65,72.26,18.56,628.79
1174,24,Female,association_football,DI,119,7140,8157.69,51.97,62.54,9,2,4.02,25.63,44,64,5.45,5.91,68.55,15.69,808.11
1175,25,Female,association_football,DI,87,5220,3071.9,6.3,0.0,1,0,1.99,21.47,19,16,4.06,4.56,35.31,9.27,284.42
1175,25,Female,association_football,DI,85,5100,3382.99,8.7,0.0,2,0,2.37,20.52,23,20,4.69,5.42,39.8,11.54,315.95
1175,25,Female,association_football,DI,122,7320,5054.72,10.65,0.0,1,0,2.23,19.21,41,18,6.87,6.19,41.43,11.61,466.24
1175,25,Female,association_football,DI,119,7140,3402.48,84.3,53.17,10,5,1.58,20.38,30,22,5.53,6.42,28.59,7.74,423.54
1175,25,Female,association_football,DI,94,5640,2046.27,9.85,0.0,1,0,1.55,19.39,3,2,3.62,3.82,21.77,8.0,194.89
1176,21,Female,association_football,DI,123,7380,7064.4,133.19,17.37,9,2,3.55,20.1,21,26,4.98,5.5,57.43,17.65,781.88
1176,21,Female,association_football,DI,97,5820,3639.82,36.63,0.0,6,0,2.4,19.12,20,34,5.98,6.32,37.52,12.53,373.4
1176,21,Female,association_football,DI,93,5580,1503.41,81.83,28.33,10,2,1.19,23.76,14,14,3.31,8.39,16.17,5.02,236.84
1177,18,Female,association_football,DI,107,6420,3205.12,32.19,0.0,4,0,1.96,22.0,13,21,5.07,6.3,29.95,8.93,325.07
1177,18,Female,association_football,DI,98,5880,3614.7,7.95,0.0,1,0,2.29,20.7,12,11,4.32,5.45,36.88,11.05,334.54
1177,18,Female,association_football,DI,92,5520,6486.88,141.15,15.57,20,3,4.58,23.06,27,31,7.35,6.63,70.51,19.85,762.26
1177,18,Female,association_football,DI,94,5640,344.83,0.0,0.0,0,0,0.27,7.06,0,0,0.0,0.0,3.67,3.83,31.03
1177,18,Female,association_football,DI,89,5340,3423.13,21.98,0.0,3,0,1.96,18.22,46,29,4.44,5.71,38.46,10.78,333.78
1178,16,Female,association_football,DI,79,4740,2440.72,3.61,0.0,1,0,1.91,17.71,11,5,4.98,4.86,30.9,10.77,225.2
1178,16,Female,association_football,DI,102,6120,6644.56,219.26,19.71,20,2,4.8,24.32,45,56,6.9,5.82,65.14,19.75,844.34
1178,16,Female,association_football,DI,98,5880,4044.35,12.28,5.99,3,1,2.73,23.17,25,26,5.04,6.24,41.27,11.8,385.85
1178,16,Female,association_football,DI,71,4260,2582.65,0.0,0.0,0,0,2.11,15.62,26,26,4.39,6.41,36.38,13.53,232.44
1178,16,Female,association_football,DI,95,5700,6145.64,36.12,0.0,4,0,4.17,23.57,35,44,5.07,5.81,64.69,17.68,593.75
1178,16,Female,association_football,DI,121,7260,199.31,0.0,0.0,0,0,0.1,6.54,0,0,0.0,0.0,1.65,1.52,17.94
1179,19,Female,association_football,DI,92,5520,1509.31,37.0,15.73,4,1,1.07,23.93,13,14,5.51,4.7,16.41,4.49,182.16
1179,19,Female,association_football,DI,92,5520,4159.52,289.14,36.73,22,2,2.98,22.42,28,22,5.14,5.91,45.21,13.29,687.29
1179,19,Female,association_football,DI,87,5220,1055.04,15.8,0.0,2,0,0.82,20.36,5,6,4.09,5.09,12.13,4.04,112.89
1179,19,Female,association_football,DI,75,4500,652.6,0.0,0.0,0,0,0.56,13.49,1,0,3.23,0.0,8.7,4.12,58.73
1180,27,Female,association_football,DI,89,5340,6556.33,0.0,0.0,0,0,4.54,16.88,17,31,5.08,4.29,73.67,26.88,590.07
1180,27,Female,association_football,DI,62,3720,1943.3,0.0,0.0,0,0,1.91,17.43,7,4,3.77,3.49,31.34,10.96,174.9
1180,27,Female,association_football,DI,59,3540,4406.9,1022.18,51.92,48,1,4.45,20.56,31,19,4.92,5.31,74.69,21.64,1416.21
1180,27,Female,association_football,DI,89,5340,2944.71,0.0,0.0,0,0,2.05,18.24,11,3,4.17,4.37,33.09,11.26,265.02
1180,27,Female,association_football,DI,120,7200,485.11,0.0,0.0,0,0,0.29,7.84,0,0,0.0,0.0,4.04,3.69,43.66
1180,27,Female,association_football,DI,98,5880,2392.48,35.49,25.01,4,1,1.59,23.69,13,17,5.28,6.18,24.41,6.7,259.41
1181,22,Female,association_football,DI,94,5640,5627.57,98.41,11.38,17,2,4.02,23.32,45,40,5.34,4.81,59.87,17.22,636.53
1181,22,Female,association_football,DI,92,5520,6744.47,123.45,64.89,19,6,4.11,25.89,26,33,4.82,4.56,73.31,15.86,781.17
1181,22,Female,association_football,DI,80,4800,2461.33,23.34,0.0,2,0,2.06,22.09,35,17,4.92,6.65,30.77,9.32,246.08
1181,22,Female,association_football,DI,102,6120,3525.48,185.5,169.13,22,9,2.39,28.76,27,28,5.53,6.25,34.56,8.31,565.79
1181,22,Female,association_football,DI,39,2340,1059.04,6.5,0.0,1,0,2.18,20.53,17,10,4.16,5.02,27.15,10.6,103.12
1182,30,Female,association_football,DI,111,6660,463.01,0.0,0.0,0,0,0.2,8.94,1,0,3.65,0.0,4.17,2.25,41.67
1182,30,Female,association_football,DI,113,6780,4404.0,47.73,31.94,3,1,2.29,28.49,31,14,4.59,3.11,38.97,8.04,448.87
1182,30,Female,association_football,DI,118,7080,5936.71,52.94,7.02,9,1,3.06,25.97,40,39,6.59,6.21,50.31,11.8,604.06
1182,30,Female,association_football,DI,87,5220,5259.41,45.35,20.83,8,2,3.73,24.32,38,49,7.37,5.03,60.45,15.35,537.57
1183,22,Female,association_football,DI,107,6420,3635.3,13.26,10.51,3,1,1.66,23.14,11,22,5.54,6.03,33.97,7.19,349.24
1183,22,Female,association_football,DI,110,6600,11095.97,223.82,18.24,23,2,5.56,22.73,28,45,4.66,4.65,100.87,24.45,1253.79
1183,22,Female,association_football,DI,89,5340,4513.96,4.29,0.0,1,0,3.16,20.73,35,36,5.86,5.71,50.72,15.24,411.99
1183,22,Female,association_football,DI,92,5520,8425.7,325.66,72.81,39,5,6.07,24.77,39,56,5.3,6.6,91.58,24.49,1149.28
1184,26,Female,association_football,DI,113,6780,385.82,0.0,0.0,0,0,0.15,10.42,0,0,0.0,0.0,3.41,1.46,34.72
1184,26,Female,association_football,DI,65,3900,3993.13,307.25,0.0,37,0,4.19,22.11,29,17,5.14,6.32,61.43,18.94,710.13
1184,26,Female,association_football,DI,88,5280,8705.34,76.02,5.17,11,1,5.29,22.83,39,29,4.46,6.58,98.92,23.16,877.51
1184,26,Female,association_football,DI,91,5460,4388.42,49.64,75.59,8,3,2.93,28.08,26,25,5.52,4.51,48.22,10.44,466.76
1184,26,Female,association_football,DI,95,5700,8199.25,137.69,58.99,19,5,4.76,30.92,30,39,4.81,4.69,86.31,15.41,919.03
1184,26,Female,association_football,DI,40,2400,1804.09,162.39,0.0,10,0,2.57,22.68,30,19,5.04,3.97,45.1,11.34,327.86
1185,20,Female,association_football,DI,61,3660,2290.35,0.0,0.0,0,0,2.16,21.85,22,17,5.75,4.24,37.55,9.88,206.13
1185,20,Female,association_football,DI,121,7260,6539.83,41.56,38.94,6,2,3.18,27.61,59,63,5.4,6.7,54.05,11.52,644.98
1185,20,Female,association_football,DI,79,4740,3033.56,6.33,0.0,1,0,2.62,16.14,23,20,4.88,6.44,38.4,16.24,280.66
1185,20,Female,association_football,DI,125,7500,6239.11,165.39,68.69,25,4,2.67,26.67,80,74,5.36,6.48,49.91,10.02,776.43
1185,20,Female,association_football,DI,90,5400,2309.86,15.9,0.0,2,0,1.75,19.34,30,31,5.21,5.41,25.67,9.04,226.13
1186,24,Female,association_football,DI,87,5220,2584.41,10.19,7.95,3,2,1.74,25.43,17,13,5.61,5.65,29.71,6.84,255.22
1186,24,Female,association_football,DI,121,7260,374.91,0.0,0.0,0,0,0.22,8.62,0,0,0.0,0.0,3.1,2.55,33.74
1186,24,Female,association_football,DI,83,4980,848.63,0.0,0.0,0,0,0.55,16.88,3,4,3.23,3.82,10.22,3.25,76.38
1187,23,Female,association_football,DI,118,7080,3047.02,202.47,1754.9,23,37,1.39,39.7,3,4,3.12,3.02,25.82,3.49,652.03
1187,23,Female,association_football,DI,104,6240,3562.4,7.54,0.0,1,0,2.28,19.31,24,24,5.0,5.44,34.25,11.83,329.54
1187,23,Female,association_football,DI,122,7320,5433.21,138.16,87.47,18,5,2.56,25.97,35,29,4.91,6.35,44.53,9.86,669.36
1187,23,Female,association_football,DI,93,5580,5271.26,275.6,11.23,21,1,3.29,23.89,38,41,5.58,5.68,56.68,13.78,768.38
1187,23,Female,association_football,DI,118,7080,5881.7,22.86,0.0,4,0,3.33,22.25,40,56,5.16,6.48,49.84,14.98,557.76
1188,23,Female,association_football,DI,74,4440,2706.77,4.22,0.0,1,0,1.98,18.29,13,8,4.3,5.08,36.58,10.81,249.47
1188,23,Female,association_football,DI,112,6720,277.8,0.0,0.0,0,0,0.11,16.84,0,1,0.0,4.09,2.48,0.67,25.0
1188,23,Female,association_football,DI,91,5460,1723.97,51.7,45.26,8,5,1.35,27.28,4,21,4.63,5.69,18.94,4.96,236.22
1188,23,Female,association_football,DI,103,6180,418.2,0.0,0.0,0,0,0.21,14.24,1,0,3.89,0.0,4.06,1.45,37.64
1189,18,Female,association_football,DI,100,6000,3792.15,10.29,0.0,1,0,2.27,20.74,34,23,4.13,6.01,37.92,10.96,352.68
1189,18,Female,association_football,DI,72,4320,3124.55,150.0,24.78,11,2,2.97,23.13,18,21,5.79,6.05,43.4,12.86,447.18
1189,18,Female,association_football,DI,75,4500,2678.77,34.4,0.0,4,0,2.34,20.23,25,10,5.15,4.69,35.72,11.59,280.87
1190,19,Female,association_football,DI,100,6000,3028.0,32.69,0.0,1,0,2.05,25.64,19,12,4.08,5.49,30.28,7.99,303.82
1190,19,Female,association_football,DI,120,7200,3909.28,6.21,0.0,1,0,2.42,19.24,43,28,7.93,5.8,32.58,12.59,359.62
1190,19,Female,association_football,DI,124,7440,3015.43,125.63,109.93,22,9,1.94,27.47,28,29,4.56,5.91,24.32,7.07,463.75
1191,24,Female,association_football,DI,118,7080,6901.95,118.88,68.94,12,3,3.67,26.58,30,28,5.17,5.2,58.49,13.82,764.68
1191,24,Female,association_football,DI,89,5340,1776.91,67.29,0.0,7,0,1.39,22.15,31,10,5.85,3.96,19.97,6.28,235.05
1191,24,Female,association_football,DI,48,2880,2044.13,177.95,20.92,9,4,2.51,24.38,11,6,4.54,5.65,42.59,10.27,378.52
1191,24,Female,association_football,DI,129,7740,6762.07,114.18,3.28,12,1,3.62,23.69,68,31,5.56,7.05,52.42,15.28,740.57
1192,21,Female,association_football,DI,59,3540,1910.41,0.0,0.0,0,0,1.89,17.74,3,0,3.86,0.0,32.38,10.68,171.94
1192,21,Female,association_football,DI,123,7380,5480.48,66.08,4.79,10,1,2.86,28.01,67,70,5.5,7.56,44.56,10.21,575.65
1192,21,Female,association_football,DI,98,5880,7243.99,278.69,21.59,24,2,3.97,22.19,43,59,5.91,5.39,73.92,17.91,958.57
1192,21,Female,association_football,DI,86,5160,1004.69,0.0,0.0,0,0,0.74,21.03,4,9,4.81,4.77,11.68,3.51,90.42
1192,21,Female,association_football,DI,100,6000,242.95,0.0,0.0,0,0,0.15,6.22,0,0,0.0,0.0,2.43,2.39,21.87
1192,21,Female,association_football,DI,124,7440,100.02,0.0,0.0,0,0,0.06,4.77,0,0,0.0,0.0,0.94,1.22,9.0
1193,22,Female,association_football,DI,99,5940,5164.65,68.98,31.29,10,3,3.46,23.63,48,44,5.17,7.49,52.17,14.64,558.16
1193,22,Female,association_football,DI,125,7500,1433.41,43.8,0.0,8,0,0.84,21.17,38,35,5.7,6.37,11.47,3.99,184.1
1193,22,Female,association_football,DI,120,7200,5451.94,140.22,58.53,15,5,2.81,23.91,28,48,6.65,6.97,45.43,11.75,668.47
1194,24,Female,association_football,DI,87,5220,833.7,0.0,0.0,0,0,0.6,13.78,2,4,3.68,3.74,9.58,4.34,75.03
1194,24,Female,association_football,DI,116,6960,2576.0,11.92,9.13,2,1,0.96,24.59,12,6,4.42,4.55,22.21,3.91,251.24
1194,24,Female,association_football,DI,94,5640,4102.75,4.26,0.0,1,0,3.02,20.15,60,32,9.99,5.31,43.65,15.01,375.17
1194,24,Female,association_football,DI,62,3720,1560.73,8.53,0.0,2,0,1.57,22.76,17,9,4.95,4.59,25.17,6.91,152.0
1194,24,Female,association_football,DI,95,5700,213.73,0.0,0.0,0,0,0.13,5.71,0,0,0.0,0.0,2.25,2.33,19.24
1194,24,Female,association_football,DI,98,5880,4595.04,40.13,36.24,6,2,2.35,27.17,20,15,6.65,5.32,46.89,8.66,470.95
1195,19,Female,association_football,DI,70,4200,4753.0,169.44,4.22,12,1,4.01,22.4,22,36,5.41,6.77,67.9,17.92,607.39
1195,19,Female,association_football,DI,89,5340,4380.57,12.96,0.0,2,0,2.78,19.25,27,20,5.0,5.94,49.22,14.44,409.94
1195,19,Female,association_football,DI,89,5340,6908.02,140.94,15.46,18,3,4.52,23.41,30,36,6.15,6.64,77.62,19.32,795.66
1195,19,Female,association_football,DI,89,5340,4785.61,13.13,0.0,3,0,2.97,21.21,29,30,3.84,7.9,53.77,14.0,448.7
1195,19,Female,association_football,DI,117,7020,5598.77,66.76,144.7,10,5,2.6,30.99,77,74,5.55,6.05,47.85,8.38,604.18
1196,20,Female,association_football,DI,92,5520,3492.69,16.51,0.0,2,0,2.22,19.94,24,12,5.32,6.16,37.96,11.15,333.03
1196,20,Female,association_football,DI,120,7200,6888.2,96.01,15.16,13,3,3.96,25.09,63,83,7.08,7.02,57.4,15.77,745.73
1196,20,Female,association_football,DI,93,5580,2448.06,9.26,0.0,1,0,1.99,21.3,12,3,5.54,4.46,26.32,9.36,230.85
1197,25,Female,association_football,DI,55,3300,2648.24,0.0,0.0,0,0,2.62,18.29,8,4,3.6,4.49,48.15,14.35,238.34
1197,25,Female,association_football,DI,120,7200,6678.73,0.0,0.0,0,0,3.04,15.07,44,56,6.1,6.42,55.66,20.14,601.09
1197,25,Female,association_football,DI,112,6720,500.06,0.0,0.0,0,0,0.21,8.1,0,0,0.0,0.0,4.46,2.58,45.01
1197,25,Female,association_football,DI,117,7020,4105.88,5.55,0.0,1,0,1.85,19.52,62,15,5.3,3.88,35.09,9.46,376.33
1198,21,Female,association_football,DI,89,5340,2916.73,29.95,0.0,5,0,1.94,20.86,25,18,5.09,5.45,32.77,9.31,299.97
1198,21,Female,association_football,DI,87,5220,6447.94,298.13,67.68,26,5,4.26,23.45,33,52,5.34,5.9,74.11,18.17,921.6
1198,21,Female,association_football,DI,66,3960,3531.14,102.26,12.03,11,1,2.97,24.94,35,14,5.84,6.06,53.5,11.92,436.56
1199,23,Female,association_football,DI,97,5820,6548.35,99.02,13.94,14,3,4.7,20.59,22,36,5.55,7.03,67.51,22.83,718.91
1199,23,Female,association_football,DI,86,5160,2936.34,24.31,0.0,3,0,1.95,25.3,24,18,5.47,5.45,34.14,7.69,291.92
1199,23,Female,association_football,DI,112,6720,819.04,0.0,0.0,0,0,0.35,11.7,2,0,4.36,0.0,7.31,2.96,73.71
1199,23,Female,association_football,DI,47,2820,2351.53,106.49,162.21,12,8,2.45,25.45,11,13,5.36,5.41,50.03,9.61,362.69
1199,23,Female,association_football,DI,94,5640,4468.03,0.0,0.0,0,0,2.64,16.47,20,10,6.75,6.91,47.53,16.03,402.12
1199,23,Female,association_football,DI,96,5760,3828.62,32.22,0.0,4,0,2.55,22.33,24,14,4.89,5.3,39.88,11.44,381.03
1200,24,Female,association_football,DI,109,6540,2244.66,4.62,0.0,1,0,1.57,19.46,15,16,4.07,5.59,20.59,8.05,208.22
1200,24,Female,association_football,DI,95,5700,4807.71,20.26,0.0,3,0,2.83,21.08,63,65,5.18,5.96,50.61,13.42,456.5
1200,24,Female,association_football,DI,105,6300,3498.15,65.98,87.92,10,5,2.26,22.1,22,31,5.18,5.94,33.32,10.22,413.1
1200,24,Female,association_football,DI,78,4680,5740.84,156.79,58.2,22,5,4.86,23.2,51,69,8.95,6.94,73.6,20.93,722.36
1200,24,Female,association_football,DI,85,5100,1813.26,48.96,28.34,8,2,1.4,23.77,14,15,5.41,4.95,21.33,5.88,232.44
1201,20,Female,association_football,DI,85,5100,7007.68,214.94,71.48,34,7,4.39,28.77,46,50,4.9,6.25,82.44,15.27,919.47
1201,20,Female,association_football,DI,75,4500,3327.16,50.43,4.57,4,1,3.06,22.83,26,31,4.49,4.89,44.36,13.42,357.35
1201,20,Female,association_football,DI,72,4320,2242.27,0.0,0.0,0,0,1.67,16.78,7,8,5.36,4.4,31.14,9.97,201.8
1202,25,Female,association_football,DI,89,5340,5541.89,211.0,4.41,16,1,3.33,23.92,28,33,5.74,6.18,62.27,13.91,723.91
1202,25,Female,association_football,DI,81,4860,2995.78,11.14,5.96,2,1,2.28,27.12,24,13,5.36,5.72,36.98,8.4,287.51
1202,25,Female,association_football,DI,123,7380,8853.28,338.58,3563.02,61,92,4.22,38.9,39,23,6.62,5.74,71.98,10.85,1591.63
1202,25,Female,association_football,DI,77,4620,4156.16,269.51,43.41,30,7,3.13,24.38,49,64,8.65,6.44,53.98,12.86,704.57
1202,25,Female,association_football,DI,76,4560,3630.0,3.15,0.0,1,0,2.64,19.5,24,14,6.48,5.17,47.76,13.56,331.68
1202,25,Female,association_football,DI,93,5580,1117.64,27.38,12.53,4,1,0.71,25.79,6,6,4.45,4.24,12.02,2.74,137.7
1203,24,Female,association_football,DI,118,7080,3379.89,20.78,0.0,4,0,1.52,24.72,36,26,7.06,5.36,28.64,6.16,331.01
1203,24,Female,association_football,DI,84,5040,2794.74,25.81,0.0,5,0,2.1,19.54,25,21,6.3,4.68,33.27,10.76,284.24
1203,24,Female,association_football,DI,93,5580,3223.15,22.29,0.0,1,0,2.49,23.9,10,7,4.43,3.18,34.66,10.42,312.19
1203,24,Female,association_football,DI,59,3540,1480.43,8.9,0.0,1,0,1.83,18.44,7,2,4.96,4.12,25.09,9.9,143.15
1204,25,Female,association_football,DI,86,5160,608.0,0.0,0.0,0,0,0.37,11.64,1,6,3.63,4.66,7.07,3.21,54.72
1204,25,Female,association_football,DI,94,5640,4336.16,101.86,6.7,12,1,3.08,21.02,31,36,4.83,4.87,46.13,14.67,510.9
